Subscription ID,Variant ID,Line Quantity,Line Discounted Price
12028117101,40204104204397,1,51.12
12028084333,40204085035117,1,51.12
12028051565,40204085035117,1,51.12
12028018797,39527123583085,1,27.96
12027986029,40204104204397,1,51.12
12027953261,40204067373165,1,29.56
12027887725,40204104171629,1,29.56
12027854957,40204085002349,1,29.56
12027822189,40204104204397,1,51.12
12027789421,40204085035117,1,51.12
12027756653,40204085035117,2,102.24
12027723885,39527123583085,2,41.94
12027691117,40204104204397,2,102.24
12027658349,40316202844269,1,29.56
12027625581,40204085035117,2,102.24
12027560045,39650215788653,1,27.96
12027527277,40204067405933,1,51.12
12027494509,40204091064429,1,29.56
12027461741,40204091064429,1,29.56
12027428973,40204085035117,1,51.12
12027396205,40204107055213,1,29.56
12027363437,40570144653421,1,51.12
12027330669,40204091097197,1,51.12
12027297901,40204107087981,1,51.12
12027265133,40628265123949,1,51.12
12027232365,40204806422637,1,29.56
12027199597,39527124828269,1,27.96
12027166829,40570144620653,1,29.56
12027134061,40204107087981,1,51.12
12027101293,39527123583085,1,27.96
12027068525,39527124828269,1,27.96
12027035757,40204085002349,2,59.12
12027002989,39527124828269,1,27.96
12026970221,39527124828269,1,27.96
12026937453,40204806422637,1,29.56
12026904685,40204091064429,1,29.56
12026871917,40204085002349,1,29.56
12026839149,40204806422637,1,29.56
12026806381,39527123583085,1,27.96
12026773613,40204107055213,1,29.56
12026740845,40204091064429,1,29.56
12026708077,40570144620653,1,29.56
12026675309,40204093456493,1,29.56
12026642541,40204085002349,1,29.56
12026609773,40204107087981,1,51.12
12026577005,39650215788653,1,27.96
12026544237,40204067405933,2,102.24
12026511469,40204093489261,1,51.12
12026478701,40204107055213,1,29.56
12026445933,40204107055213,1,29.56
12026413165,40204085035117,1,51.12
12026380397,40204091064429,1,29.56
12026347629,40204091064429,1,29.56
12026314861,40204104204397,1,51.12
12026282093,39527123583085,1,27.96
12026249325,40204806455405,1,51.12
12026216557,39527124828269,1,27.96
12026183789,40204091064429,1,29.56
12026151021,40204104171629,1,29.56
12026118253,40204091097197,1,51.12
12026085485,40204067373165,1,29.56
12026052717,39527123583085,1,27.96
12026019949,39527124828269,1,27.96
12025987181,40204093489261,1,51.12
12025954413,40204107055213,1,22.17
12025921645,40204093489261,1,51.12
12025888877,40204091064429,1,29.56
12025856109,40204093489261,1,46.01
12025823341,40204091064429,1,29.56
12025790573,40204085002349,1,29.56
12025757805,40204085002349,2,59.12
12025725037,40204067405933,1,40.9
12025692269,40204107055213,1,29.56
12025659501,39527123583085,1,27.96
12025626733,39650215788653,1,27.96
12025593965,40570144653421,1,51.12
12025561197,39650215788653,1,27.96
12025528429,40204091064429,1,29.56
12025495661,40204067373165,1,29.56
12025462893,40204107055213,1,29.56
12025430125,40204107087981,1,51.12
12025397357,40204107087981,1,51.12
12025364589,40204091064429,1,29.56
12025331821,40204085035117,1,51.12
12025299053,40570144620653,1,29.56
12025266285,40204107087981,1,51.12
12025233517,40204085002349,1,29.56
12025200749,40204107087981,1,51.12
12025167981,40204806422637,1,29.56
12025135213,39527124828269,1,27.96
12025102445,40204085002349,1,29.56
12025069677,40204107087981,1,51.12
12025036909,40570144620653,1,29.56
12025004141,40204091097197,1,51.12
12024971373,39527123583085,1,27.96
12024938605,40204091064429,5,147.8
12024905837,40204091097197,1,51.12
12024873069,40204091097197,1,51.12
12024840301,40204107055213,1,29.56
12024807533,40204091097197,1,51.12
12024774765,40204091097197,1,51.12
12024741997,40316202877037,1,51.12
12024709229,40204022874221,1,51.12
12024676461,39650215788653,1,27.96
12024643693,40204104171629,1,29.56
12024610925,40204085035117,1,51.12
12024578157,40628265091181,1,29.56
12024545389,40570144620653,1,29.56
12024512621,40204022841453,1,29.56
12024479853,40204104171629,1,29.56
12024447085,40204085035117,1,51.12
12024414317,40204107055213,1,29.56
12024381549,40204091097197,1,38.34
12024348781,40204107087981,1,51.12
12024316013,40204104171629,1,29.56
12024283245,40204107087981,1,51.12
12024250477,39650215788653,1,27.96
12024217709,40204085035117,1,51.12
12024184941,40204091064429,1,29.56
12024152173,40204085035117,1,51.12
12024119405,40570144653421,1,51.12
12024086637,40204107055213,1,29.56
12024053869,40204091064429,1,29.56
12024021101,40570144620653,2,59.12
12023988333,40204022841453,1,29.56
12023955565,40204085002349,1,29.56
12023922797,39558482690157,1,29.56
12023890029,40204104171629,1,29.56
12023857261,40204091064429,1,29.56
12023824493,39527123583085,1,27.96
12023791725,40204085002349,1,29.56
12023758957,40204085035117,1,51.12
12023726189,40204091064429,1,18.48
12023693421,39650215788653,1,27.96
12023660653,40204104171629,1,29.56
12023627885,39650215788653,3,71.3
12023595117,40204022874221,1,51.12
12023562349,40204085002349,1,29.56
12023529581,39527124828269,1,27.96
12023496813,40204091097197,2,102.24
12023464045,40628265091181,1,29.56
12023431277,40204085035117,1,51.12
12023398509,39527123583085,1,27.96
12023365741,40204085002349,1,29.56
12023332973,40204085035117,1,51.12
12023300205,40204107055213,1,29.56
12023267437,40204022841453,1,29.56
12023234669,40204067405933,1,51.12
12023201901,40204085035117,1,51.12
12023169133,39650215788653,1,27.96
12023136365,40204107087981,1,51.12
12023103597,40204085035117,1,43.46
12023070829,40204091097197,2,102.24
12023038061,40204022874221,1,51.12
12023005293,40204085002349,1,29.56
12022972525,40204091097197,1,51.12
12022939757,40570144620653,1,29.56
12022906989,39743656558701,1,27.96
12022874221,40204085002349,1,29.56
12022841453,40204806422637,1,29.56
12022808685,40204806455405,1,51.12
12022775917,40204107087981,1,51.12
12022743149,40204107087981,1,51.12
12022710381,40705202618477,1,29.56
12022677613,40204806422637,1,40.01
12022644845,40204107087981,1,51.12
12022612077,40204085035117,2,102.24
12022579309,39650215788653,1,27.96
12022546541,40204091064429,1,29.56
12022513773,40570144653421,1,51.12
12022481005,40204085035117,1,51.12
12022448237,39650215788653,1,27.96
12022415469,40204085035117,1,51.12
12022382701,40204067405933,1,51.12
12022349933,40204085002349,2,59.12
12022317165,40204091064429,1,29.56
12022284397,40204091097197,2,102.24
12022251629,40204093456493,1,29.56
12022218861,40570144653421,1,51.12
12022186093,39650215788653,1,27.96
12022153325,40204091064429,1,29.56
12022120557,40204085002349,1,29.56
12022087789,39650215788653,1,27.96
12022055021,40204107087981,1,51.12
12022022253,40204091097197,1,51.12
12021989485,39527123583085,1,27.96
12021956717,40628265091181,1,29.56
12021923949,39558496911469,1,51.12
12021891181,39743656558701,1,27.96
12021858413,40204091064429,1,29.56
12021825645,39558496354413,1,51.12
12021792877,40204067373165,1,29.56
12021760109,40204104204397,1,51.12
12021727341,40204085035117,1,51.12
12021694573,39527123583085,2,55.92
12021661805,40204091064429,1,29.56
12021629037,39527123583085,1,27.96
12021596269,39650215788653,1,27.96
12021563501,40204091097197,1,51.12
12021530733,39650215788653,1,27.96
12021497965,40204091064429,1,26.6
12021465197,40628265091181,1,29.56
12021432429,39527123583085,1,27.96
12021399661,40204093456493,1,26.61
12021366893,40204806455405,1,51.12
12021334125,40570144620653,1,29.56
12021301357,40204085035117,1,51.12
12021268589,40204107087981,1,38.34
12021235821,40204085002349,1,29.56
12021203053,40204107055213,1,29.56
12021170285,40204107087981,1,51.12
12021137517,39527124828269,2,55.92
12021104749,40204091064429,1,29.56
12021071981,40204107087981,1,51.12
12021039213,40204806422637,1,29.56
12021006445,40204806455405,1,51.12
12020973677,40570144653421,1,51.12
12020940909,40204085002349,1,29.56
12020908141,40204085002349,1,29.56
12020875373,40570144653421,1,51.12
12020842605,40316202844269,1,29.56
12020809837,40204067405933,1,51.12
12020777069,39527124828269,1,27.96
12020744301,40204107055213,1,29.56
12020711533,40204085002349,1,29.56
12020678765,40316202844269,1,25.13
12020645997,40204091097197,1,51.12
12020613229,40204091097197,1,51.12
12020580461,39527123583085,1,27.96
12020547693,39650215788653,1,27.96
12020514925,40204806422637,1,29.56
12020482157,40204107055213,1,29.56
12020449389,39650215788653,1,27.96
12020416621,39650215788653,1,22.37
12020383853,39527123583085,1,27.96
12020351085,40204067373165,1,29.56
12020318317,40204104204397,1,51.12
12020285549,40204091097197,1,51.12
12020252781,40570144620653,1,29.56
12020220013,40570144620653,1,26.61
12020187245,39558482296941,2,59.12
12020154477,40204091064429,1,29.56
12020121709,39527123583085,1,27.96
12020088941,40204022874221,1,51.12
12020056173,40204022874221,2,102.24
12020023405,40204093456493,1,29.56
12019990637,40204085002349,1,29.56
12019957869,40570144620653,1,29.56
12019925101,40204107055213,1,29.56
12019892333,40204085035117,1,51.12
12019859565,40204085002349,1,29.56
12019826797,40204107087981,3,88.68
12019794029,40204085002349,2,59.12
12019761261,40204806422637,1,29.56
12019728493,39527123583085,1,27.96
12019695725,40316202877037,2,102.24
12019662957,39527124828269,1,27.96
12019630189,40204093489261,2,102.24
12019597421,40204091064429,1,29.56
12019564653,40570144620653,1,29.56
12019531885,40204091064429,1,29.56
12019499117,40204022841453,1,29.56
12019466349,40570144620653,1,29.56
12019433581,40204093456493,1,29.56
12019400813,40204107087981,1,51.12
12019368045,40570144653421,1,51.12
12019335277,40204107087981,1,51.12
12019302509,39650215788653,1,27.96
12019269741,40204104171629,1,29.56
12019236973,40204022841453,1,29.56
12019204205,40204107055213,1,29.56
12019171437,40204107055213,1,29.56
12019138669,40204104171629,1,29.56
12019073133,40204022841453,1,29.56
12019040365,40628265091181,1,29.56
12019007597,40204806422637,1,29.56
12018974829,40204107087981,2,102.24
12018942061,40570144653421,2,102.24
12018909293,40570144653421,1,51.12
12018876525,39527124828269,2,55.92
12018843757,40204093456493,1,22.17
12018810989,40204091097197,1,51.12
12018778221,40570144620653,1,29.56
12018745453,40204091097197,1,51.12
12018712685,40204107087981,1,51.12
12018679917,40204085002349,1,26.61
12018647149,40204091064429,1,29.56
12018614381,40204091097197,1,51.12
12018581613,40204091064429,1,29.56
12018548845,40204091064429,1,29.56
12018516077,40204085035117,1,51.12
12018483309,40204104204397,1,51.12
12018450541,40204104171629,1,29.56
12018417773,40570144620653,1,29.56
12018385005,40204091097197,1,51.12
12018352237,40204093489261,1,51.12
12018319469,39527124828269,1,27.96
12018286701,40204085035117,2,102.24
12018253933,40204093489261,1,51.12
12018221165,40204107055213,1,29.56
12018188397,39650215788653,2,55.92
12018155629,40204091064429,1,29.56
12018122861,40204085035117,1,51.12
12018090093,40204104171629,1,29.56
12018057325,40204085002349,1,29.56
12018024557,40204104171629,1,29.56
12017991789,40204107087981,1,51.12
12017959021,40628265123949,1,51.12
12017926253,40204091097197,1,51.12
12017893485,40204091097197,1,51.12
12017860717,39527123583085,1,25.17
12017827949,40204107055213,1,29.56
12017795181,40204093489261,1,51.12
12017762413,40204091097197,1,51.12
12017729645,40204093489261,1,51.12
12017696877,40204091097197,1,51.12
12017664109,39527123583085,1,27.96
12017631341,40204091097197,1,51.12
12017598573,40745150677101,1,29.56
12017565805,40204067405933,1,51.12
12017533037,40204085035117,1,51.12
12017500269,40204085035117,1,51.12
12017467501,40204093489261,1,51.12
12017434733,40204104171629,1,29.56
12017401965,40204104171629,1,26.6
12017369197,40204091064429,1,29.56
12017336429,40204107087981,1,51.12
12017303661,39743656558701,1,27.96
12017270893,40204806455405,1,51.12
12017238125,39527124828269,1,27.96
12017205357,40204091064429,1,29.56
12017172589,40204085035117,1,51.12
12017139821,40204091097197,1,51.12
12017107053,40570144620653,2,59.12
12017074285,40204085002349,1,29.56
12017041517,40204085002349,1,29.56
12017008749,40204022841453,1,29.56
12016975981,39527123583085,1,27.96
12016943213,40204093456493,1,29.56
12016910445,40570144620653,1,29.56
12016877677,40316202844269,1,29.56
12016844909,40204085035117,1,51.12
12016812141,39527124828269,1,27.96
12016779373,40204107055213,1,29.56
12016746605,40204085002349,1,29.56
12016713837,40204104204397,1,46.01
12016681069,39527123583085,1,27.96
12016648301,39527123583085,1,27.96
12016615533,40204085002349,1,29.56
12016582765,40204091064429,1,29.56
12016549997,40204806455405,1,51.12
12016517229,39558496911469,1,51.12
12016484461,40204093489261,1,51.12
12016451693,40204107055213,1,29.56
12016418925,40204085002349,1,29.56
12016386157,39650215788653,1,23.77
12016353389,40204107087981,1,51.12
12016320621,40204091097197,1,51.12
12016287853,40204093489261,2,102.24
12016255085,40204067373165,1,29.56
12016222317,39527124828269,1,27.96
12016189549,40204104171629,1,29.56
12016156781,40204085002349,1,29.56
12016124013,40570144620653,1,29.56
12016091245,40570144620653,1,26.61
12016058477,40204085002349,1,29.56
12016025709,40204085035117,1,51.12
12015992941,40204085002349,1,25.13
12015960173,40204091097197,1,51.12
12015927405,40204107055213,1,29.56
12015894637,40204085002349,1,29.56
12015861869,39527123583085,1,27.96
12015829101,40204107055213,1,29.56
12015796333,40204091097197,1,51.12
12015763565,40204085035117,1,51.12
12015730797,40204085002349,1,29.56
12015698029,40204091064429,3,88.68
12015665261,40570144620653,1,29.56
12015599725,40316202844269,1,29.56
12015566957,40204107087981,1,51.12
12015534189,40204091064429,1,29.56
12015501421,40570144620653,1,29.56
12015468653,40204085002349,1,29.56
12015435885,40204107055213,1,29.56
12015403117,40204067373165,1,29.56
12015370349,40204022841453,1,20.41
12015337581,40204085035117,1,51.12
12015304813,40204104171629,1,29.56
12015272045,40204104171629,1,29.56
12015239277,40204093456493,1,22.61
12015206509,40204104171629,3,75.38
12015173741,40204104171629,1,29.56
12015140973,40745150677101,1,29.56
12015108205,40204093456493,1,29.56
12015075437,40204107055213,1,29.56
12015042669,39527124828269,1,27.96
12015009901,40204107055213,1,29.56
12014977133,40204104204397,1,51.12
12014944365,40204091064429,1,29.56
12014911597,39583000002669,1,51.12
12014878829,40570144620653,1,29.56
12014846061,39527124828269,1,27.96
12014813293,40204107055213,1,29.56
12014780525,40204107087981,1,51.12
12014747757,39527123583085,1,27.96
12014714989,40204107087981,1,40.9
12014682221,40204085035117,1,51.12
12014649453,40570144653421,1,51.12
12014616685,39527123583085,1,27.96
12014583917,40204085035117,1,51.12
12014551149,39650215788653,1,27.96
12014518381,40204091064429,1,29.56
12014485613,39527123583085,1,27.96
12014452845,40204091097197,1,51.12
12014420077,39527124828269,1,27.96
12014387309,40204085035117,2,92.02
12014354541,40570144653421,1,51.12
12014321773,40204022841453,1,29.56
12014289005,40204091097197,1,51.12
12014256237,40204107055213,1,29.56
12014223469,40204091097197,1,51.12
12014190701,39527123583085,1,27.96
12014157933,40570144620653,1,29.56
12014125165,40204085002349,1,29.56
12014092397,39650215788653,1,27.96
12014059629,40204091064429,1,29.56
12014026861,40204093456493,1,29.56
12013994093,40204085002349,1,29.56
12013961325,40204107087981,2,102.24
12013928557,40204085035117,1,51.12
12013895789,40204085002349,1,29.56
12013863021,40204104204397,1,51.12
12013830253,40316202844269,1,29.56
12013797485,39527124828269,1,36.99
12013764717,40204085002349,1,29.56
12013731949,40204091064429,1,29.56
12013699181,40204067373165,1,29.56
12013666413,40204091064429,1,29.56
12013633645,39527123583085,1,27.96
12013600877,40204085035117,1,51.12
12013568109,40570144620653,1,29.56
12013535341,39582999871597,1,29.56
12013502573,39650215788653,1,27.96
12013469805,40570144653421,2,102.24
12013437037,40204085002349,1,29.56
12013404269,40316202877037,2,102.24
12013371501,40204085002349,1,29.56
12013338733,40204806422637,1,29.56
12013305965,40204107087981,1,51.12
12013273197,40570144653421,1,51.12
12013240429,40204107055213,1,29.56
12013207661,40204085002349,1,29.56
12013174893,40204091064429,1,29.56
12013142125,40204091064429,1,29.56
12013109357,40204091097197,1,51.12
12013076589,40204093456493,1,29.56
12013043821,40570144620653,1,29.56
12013011053,40204104171629,1,29.56
12012978285,40204091097197,1,51.12
12012945517,40204093489261,1,51.12
12012912749,40204091064429,1,25.13
12012879981,40204806422637,1,29.56
12012847213,40204085002349,1,29.56
12012814445,40204085035117,2,102.24
12012781677,40204085002349,1,29.56
12012748909,40204091097197,1,51.12
12012716141,40204104204397,1,51.12
12012683373,40204085035117,1,51.12
12012650605,40204091097197,1,51.12
12012617837,40204091097197,2,102.24
12012585069,40204085002349,1,29.56
12012552301,40204091097197,1,51.12
12012519533,40570144620653,1,29.56
12012486765,39527123583085,1,27.96
12012453997,39582998560877,2,102.24
12012421229,40204091064429,1,29.56
12012388461,39558496911469,2,102.24
12012355693,40204085002349,1,29.56
12012322925,40204806455405,1,51.12
12012290157,40204107087981,1,51.12
12012257389,39527124828269,1,27.96
12012224621,40204091097197,1,51.12
12012191853,39650215788653,1,27.96
12012159085,39527124828269,1,27.96
12012126317,40570144620653,1,29.56
12012093549,40628265091181,1,29.56
12012060781,40204107055213,1,29.56
12012028013,40316202877037,1,51.12
12011995245,40204085035117,1,51.12
12011962477,40204085035117,2,102.24
12011929709,40204091097197,1,51.12
12011896941,40204085002349,1,29.56
12011864173,39583000002669,2,102.24
12011831405,40204091097197,1,46.01
12011798637,40204107055213,1,29.56
12011733101,40204107087981,2,102.24
12011700333,40204806455405,1,51.12
